row_index,confidence,Mfg_Part_Num,Part_Desc,BRAND_NAME,MANUFACTURER_NAME,Classpath,SHORT_DESC,INVOICE_DESC,invoice_chars,MOBILE_DESC,mobile_chars,review_reasons
66,0.642,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KDTS424SBE Dishwasher, Built-in Mounting, Black",DISHWASHER BLTLN BLK,20,"Dishwasher, KDTS424SBE, Built-in Mounting, Black, Built-In Dishwashers",70,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
67,0.642,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KDTS324SPS Dishwasher, Built-in Mounting, Stainless Steel",DISHWASHER BLTLN SST,20,"Dishwasher, KDTS324SPS, Built-in Mounting, Stainless Steel, Built-In Dishwashers",80,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
69,0.642,KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KDTS624SBE Dishwasher, Built-in Mounting, Black",DISHWASHER BLTLN BLK,20,"Dishwasher, KDTS624SBE, Built-in Mounting, Black, Built-In Dishwashers",70,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
593,0.642,12-4 SO,12-4 SO Cord (Linear Foot),,,Electrical & Lighting>Wire & Cable>Portable Cord,"12-4 SO Portable Cord, SO Insulation",PORTABLE CORD,13,"Portable Cord, 12-4 SO, SO Insulation, Stranded Conductor Strand",64,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
309,0.642,640383,"1/2"" 54""x10 Drywall Easi-Lite",,,Building Materials & Millwork>Panels & Sheet Goods>Drywall & Gypsum Board,"640383 Drywall Panel, 1/2 in Nominal Thickness, 54 in Length, Gypsum",DRYWALL PANEL 1/2IN 54IN,24,"Drywall Panel, 640383, 1/2 in Nominal Thickness, 54 in Length",61,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
339,0.642,1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",,,Building Materials & Millwork>Panels & Sheet Goods>Sheathing & Panels,"1506969 Sheathing Panel, 1-1/2 in Nominal Thickness, 4 in Nominal Width, 8 in Length",SHEATHING PANEL 1-1/2IN 4IN 8IN,31,"Sheathing Panel, 1506969, 1-1/2 in Nominal Thickness, 4 in Nominal Width",72,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
340,0.642,1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",,,Building Materials & Millwork>Panels & Sheet Goods>Sheathing & Panels,"1514681 Sheathing Panel, 1 in Nominal Thickness, 4 in Nominal Width, 8 in Length",SHEATHING PANEL 1IN 4IN 8IN,27,"Sheathing Panel, 1514681, 1 in Nominal Thickness, 4 in Nominal Width",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
341,0.642,1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",,,Building Materials & Millwork>Panels & Sheet Goods>Sheathing & Panels,"1514726 Sheathing Panel, 2 in Nominal Thickness, 4 in Nominal Width, 8 in Length",SHEATHING PANEL 2IN 4IN 8IN,27,"Sheathing Panel, 1514726, 2 in Nominal Thickness, 4 in Nominal Width",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
297,0.642,925219,"2""x50' Deck Joist Tape - Protecto Wrap",,,Building Materials & Millwork>Sealants & Adhesives>Deck Joist Tape,"925219 Deck Joist Tape, 2 in Width, 50 ft Length",DECK JOIST TAPE 2IN 50FT,24,"Deck Joist Tape, 925219, 2 in Width, 50 ft Length, 2 in x 50 ft",63,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
641,0.642,PB900YVFS,"PB900YVFS Elect 30"" Range SS",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"PB900YVFS Range, Stainless Steel, 30 in Width",RANGE SST 30IN,14,"Range, PB900YVFS, Stainless Steel, 30 in Width, Ranges, Large Appliances",72,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
642,0.642,PCFE3080AF,"PCFE3080AF 30"" Elect Range SS - Display Only",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"PCFE3080AF Range, Stainless Steel, 30 in Width",RANGE SST 30IN,14,"Range, PCFE3080AF, Stainless Steel, 30 in Width, Ranges, Large Appliances",73,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
643,0.642,SLER30524SS,"SLER30524SS 30"" Elect Range SS",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"SLER30524SS Range, Stainless Steel, 30 in Width",RANGE SST 30IN,14,"Range, SLER30524SS, Stainless Steel, 30 in Width, Ranges, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
645,0.642,KSES530SBE,"KSES530SBE 30"" Elect Range BO Display Only",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"KSES530SBE Range, Black, 30 in Width",RANGE BLK 30IN,14,"Range, KSES530SBE, Black, 30 in Width, Ranges, Large Appliances",63,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
660,0.642,GNE27JYMFS,GNE27JYMFS GE Fridge SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"GNE27JYMFS Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, GNE27JYMFS, Stainless Steel, Refrigerators, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
661,0.642,CVE28DP3ND1,CVE28DP3ND1 Cafe Fridge Bk,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"CVE28DP3ND1 Refrigerator, Black",REFRIG BLK,10,"Refrigerator, CVE28DP3ND1, Black, Refrigerators, Large Appliances",65,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
663,0.642,PRFS2883AF,"PRFS2883AF 36"" Fridge SS - Display Only",,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"PRFS2883AF Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, PRFS2883AF, Stainless Steel, Refrigerators, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
664,0.642,PAD28BYTFS,PAD28BYTFS GE Fridge SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"PAD28BYTFS Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, PAD28BYTFS, Stainless Steel, Refrigerators, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
665,0.642,PGE29BYTFS,PGE29BYTFS GE Fridge SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"PGE29BYTFS Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, PGE29BYTFS, Stainless Steel, Refrigerators, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
666,0.642,ERFD19CGCS,ERFD19CGCS Element Fridge SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"ERFD19CGCS Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, ERFD19CGCS, Stainless Steel, Refrigerators, Large Appliances",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
667,0.642,LT18S2100W,LT18S2100W LG Fridge Wh,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"LT18S2100W Refrigerator, White",REFRIG WHT,10,"Refrigerator, LT18S2100W, White, Refrigerators, Large Appliances",64,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
668,0.642,LT18S2100SS,LT18S2100S 18CF LG Fridge SS,,,Appliances & Consumer Electronics>Kitchen Appliances>Refrigerators,"LT18S2100SS Refrigerator, Stainless Steel",REFRIG SST,10,"Refrigerator, LT18S2100SS, Stainless Steel, Refrigerators, Large Appliances",75,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
623,0.643,C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,C7CDAAS4PW3 Microwave Oven,MICROWAVE OVEN,14,"Microwave Oven, C7CDAAS4PW3, Microwave Ovens, Large Appliances",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
626,0.643,C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,C7CDABS4RW3 Microwave Oven,MICROWAVE OVEN,14,"Microwave Oven, C7CDABS4RW3, Microwave Ovens, Large Appliances",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
635,0.643,PCWK15C1WSS,PCWK15C1WSS GE Microwave,,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,PCWK15C1WSS Microwave Oven,MICROWAVE OVEN,14,"Microwave Oven, PCWK15C1WSS, Microwave Ovens, Large Appliances",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
655,0.643,C9TMA2S4PW3,C9TMA2S4PW3 Café Toaster MW,,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,C9TMA2S4PW3 Microwave Oven,MICROWAVE OVEN,14,"Microwave Oven, C9TMA2S4PW3, Microwave Ovens, Large Appliances",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
314,0.643,1513577,1x8-12' Doug Fir STK Smooth 1S2E,,,Building Materials & Millwork>Lumber>Softwood Boards,"1513577 Softwood Board, 1 in Nominal Thickness, 8 in Nominal Width, 12 ft Length, STK Grade, Untreated Treatment",SOFTWOOD BOARD 12FT,19,"Softwood Board, 1513577, 1 in Nominal Thickness, 8 in Nominal Width",67,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
315,0.643,1513578,1x8-16' Doug Fir STK Smooth 1S2E,,,Building Materials & Millwork>Lumber>Softwood Boards,"1513578 Softwood Board, 1 in Nominal Thickness, 8 in Nominal Width, 16 ft Length, STK Grade, Untreated Treatment",SOFTWOOD BOARD 16FT,19,"Softwood Board, 1513578, 1 in Nominal Thickness, 8 in Nominal Width",67,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
316,0.643,1513579,1x12-12 'Doug Fir STK Smooth 1S2E,,,Building Materials & Millwork>Lumber>Softwood Boards,"1513579 Softwood Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, STK Grade, Untreated Treatment",SOFTWOOD BOARD 12FT,19,"Softwood Board, 1513579, 1 in Nominal Thickness, 12 in Nominal Width",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
317,0.643,1513580,1x12-16' Doug Fir STK Smooth 1S2E,,,Building Materials & Millwork>Lumber>Softwood Boards,"1513580 Softwood Board, 1 in Nominal Thickness, 12 in Nominal Width, 16 ft Length, STK Grade, Untreated Treatment",SOFTWOOD BOARD 16FT,19,"Softwood Board, 1513580, 1 in Nominal Thickness, 12 in Nominal Width",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
676,0.643,51334,"51334 44"" Wh Gilmour Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"51334 Ceiling Fan, Ceiling Mount Mounting, White, 44 in Width",CEILING FAN CLGMT WHT 44IN,26,"Ceiling Fan, 51334, Ceiling Mount Mounting, White, 44 in Width",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
680,0.643,52487,"52487 52"" WH Anisten Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"52487 Ceiling Fan, Ceiling Mount Mounting, White, 52 in Width",CEILING FAN CLGMT WHT 52IN,26,"Ceiling Fan, 52487, Ceiling Mount Mounting, White, 52 in Width",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
681,0.643,52488,"52488 44"" WH Anisten Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"52488 Ceiling Fan, Ceiling Mount Mounting, White, 44 in Width",CEILING FAN CLGMT WHT 44IN,26,"Ceiling Fan, 52488, Ceiling Mount Mounting, White, 44 in Width",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
683,0.643,59261,"59261 52"" PB Cassius Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"59261 Ceiling Fan, Ceiling Mount Mounting, Polished Brass, 52 in Width",CEILING FAN CLGMT POLISHED BRS 52IN,35,"Ceiling Fan, 59261, Ceiling Mount Mounting, Polished Brass, 52 in Width",71,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
640,0.643,PS960YPFS,"PS960YPFS 30"" GE Electric Range SS - Display Only",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"PS960YPFS Range, Stainless Steel, Electric Fuel, 30 in Width",RANGE SST ELEC 30IN,19,"Range, PS960YPFS, Stainless Steel, Electric Fuel, 30 in Width",61,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
646,0.643,GCFG3661AF,"GCFG3661AF 36"" Frigidaire Gas Range SS",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"GCFG3661AF Range, Stainless Steel, Gas Fuel, 36 in Width",RANGE SST GAS 36IN,18,"Range, GCFG3661AF, Stainless Steel, Gas Fuel, 36 in Width, Ranges",65,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
647,0.643,WSGS7530RZ,"WSGS7530RZ 30"" Gas Range SS - Display Only",,,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,"WSGS7530RZ Range, Stainless Steel, Gas Fuel, 30 in Width",RANGE SST GAS 30IN,18,"Range, WSGS7530RZ, Stainless Steel, Gas Fuel, 30 in Width, Ranges",65,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
68,0.643,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KDPS624SJP Dishwasher, Built-in Mounting",DISHWASHER BLTLN,16,"Dishwasher, KDPS624SJP, Built-in Mounting, Built-In Dishwashers",63,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
776,0.643,VN56920,"VN56920 10 1/2"" Saw Blade",,,Tools & Equipment>Power Tool Accessories>Saw Blades,"VN56920 Saw Blade, 10 1/2 in Diameter",SAW BLADE 10 1/2IN,18,"Saw Blade, VN56920, 10 1/2 in Diameter, Saw Blades, Power Tool Accessories",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
79,0.643,PTD70GBSTWS,PTD70GBSTWS GE Gas Dryer Wh,,,Appliances & Consumer Electronics>Laundry Appliances>Dryers,"PTD70GBSTWS Dryer, White, Gas Fuel",DRYER WHT GAS,13,"Dryer, PTD70GBSTWS, White, Gas Fuel, Dryers, Large Appliances",61,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
313,0.644,1511506,4'x65' Zip Rainscreen,,,Building Materials & Millwork>Weather Barriers>Housewrap & Rainscreen,"1511506 Weather Barrier, 4 ft Nominal Width, 65 ft Length",WEATHER BARRIER 4FT 65FT,24,"Weather Barrier, 1511506, 4 ft Nominal Width, 65 ft Length, 4 ft x 65 ft",72,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
343,0.644,402-R,402R 12V12AH 8D Battery,,,Tools & Equipment>Power Tools>Batteries & Chargers,"402-R Charger, Cordless Power Source, 12 V",CHARGER CRDLS 12V,17,"Charger, 402-R, Cordless Power Source, 12 V, Batteries & Chargers",65,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
933,0.644,JT9-714400K,"JWBS-14SFX 14"" Bandsaw JTP-714400K",,,Tools & Equipment>Power Tools>Band Saws,"JT9-714400K Bandsaw, Corded Electric Power Source, 14 in Blade or Wheel Size",BANDSAW CORDED ELEC,19,"Bandsaw, JT9-714400K, Corded Electric Power Source, 14 in Blade or Wheel Size",77,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
438,0.644,HLBSL609FS5,"HLBSL609FS5 6"" Down Light",,,Electrical & Lighting>Light Fixtures>Recessed Downlights,"HLBSL609FS5 Downlight, Recessed Mounting, 6 in Width",DOWNLIGHT RECESSED 6IN,22,"Downlight, HLBSL609FS5, Recessed Mounting, 6 in Width, Recessed Downlights",74,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
411,0.644,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",,,Electrical & Lighting>Light Fixtures>Security & Flood Lights,"HLSMS9129FS1E Security Light, 9 in Width",SECURITY LIGHT 9IN,18,"Security Light, HLSMS9129FS1E, 9 in Width, Outdoor Location, Lighting",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
439,0.644,WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",,,Electrical & Lighting>Light Fixtures>Recessed Downlights,"WF4REGSWW590CRIMW Downlight, Recessed Mounting, 4 in Width",DOWNLIGHT RECESSED 4IN,22,"Downlight, WF4REGSWW590CRIMW, Recessed Mounting, 4 in Width, Recessed Downlights",80,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
678,0.644,52485,"52485 52"" MB Anisten Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"52485 Ceiling Fan, Ceiling Mount Mounting, 52 in Width",CEILING FAN CLGMT 52IN,22,"Ceiling Fan, 52485, Ceiling Mount Mounting, 52 in Width, Ceiling Fans",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
679,0.644,52486,"52486 44"" MB Anisten Fan",,,Electrical & Lighting>Light Fixtures>Ceiling Fans,"52486 Ceiling Fan, Ceiling Mount Mounting, 44 in Width",CEILING FAN CLGMT 44IN,22,"Ceiling Fan, 52486, Ceiling Mount Mounting, 44 in Width, Ceiling Fans",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
578,0.644,46719,49719 Wall Light Motion Wh,,,Electrical & Lighting>Light Fixtures>Wall Sconces,"46719 Wall Light, Wall Mount Mounting, White",WALL LIGHT WALLMT WHT,21,"Wall Light, 46719, Wall Mount Mounting, White, Wall Sconces, Lighting",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
318,0.644,1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",,,Building Materials & Millwork>Panels & Sheet Goods>Sheathing & Panels,"1501767 Sheathing Panel, Blue, 3/4 in Nominal Thickness",SHEATHING PANEL BLUE 3/4IN,26,"Sheathing Panel, 1501767, Blue, 3/4 in Nominal Thickness, Sheathing & Panels",76,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
637,0.645,SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,,,Appliances & Consumer Electronics>Kitchen Appliances>Microwave Ovens,"SMD2479JS Microwave Oven, Stainless Steel",MICROWAVE OVEN SST,18,"Microwave Oven, SMD2479JS, Stainless Steel, Microwave Ovens, Large Appliances",77,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
948,0.645,TS1017,TS1017 Table Saw Zero-Clearance Insert,,,Tools & Equipment>Power Tools>Table Saws,"TS1017 Table Saw, Corded Electric Power Source",TABLE SAW CORDED ELEC,21,"Table Saw, TS1017, Corded Electric Power Source, Table Saws, Power Tools",72,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
327,0.646,1504345,OC Duration TruDef Wburg Gray (BDL),,,Building Materials & Millwork>Roofing>Asphalt Shingles,"1504345 Asphalt Shingle, Gray, Asphalt",ASPHALT SHINGLE GRAY,20,"Asphalt Shingle, 1504345, Gray, Asphalt, Asphalt Shingles, Roofing",66,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
360,0.646,5522-5EV,5522-5EV 2 Port Decor Plate,,,Electrical & Lighting>Wiring Devices>Wall Plates & Box Covers,5522-5EV Wall Plate,WALL PLATE,10,"Wall Plate, 5522-5EV, Wall Plates & Box Covers, Wiring Devices",62,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
659,0.646,FCM16SLWW,FCM16SLWW 16CF GE Freezer Chest MH,,,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,"FCM16SLWW Freezer, Chest Configuration",FREEZER,7,"Freezer, FCM16SLWW, Chest Configuration, Freezers, Large Appliances",67,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
669,0.646,EUF17CDBW,EUF17CDBW Element 17CF Freezer - Upright,,,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,"EUF17CDBW Freezer, Upright Configuration",FREEZER,7,"Freezer, EUF17CDBW, Upright Configuration, Freezers, Large Appliances",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
670,0.646,EUF21CDBW,EUF21CDBW Element 21CF Freezer - Upright,,,Appliances & Consumer Electronics>Kitchen Appliances>Freezers,"EUF21CDBW Freezer, Upright Configuration",FREEZER,7,"Freezer, EUF21CDBW, Upright Configuration, Freezers, Large Appliances",69,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
1,0.647,3MABR-7100075678,3M 775L Stikit Film P150 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100075678 Sanding Disc, 150 grit Grit",SND DISC 150GRIT 50PC,21,"Sanding Disc, 3MABR-7100075678, 150 grit Grit, Film Backing Material",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
2,0.647,3MABR-7100045865,3M 775L Stikit Film P120 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100045865 Sanding Disc, 120 grit Grit",SND DISC 120GRIT 50PC,21,"Sanding Disc, 3MABR-7100045865, 120 grit Grit, Film Backing Material",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
3,0.647,3MABR-7100048736,3M 775L Stikit Film P80 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100048736 Sanding Disc, 80 grit Grit",SND DISC 80GRIT 50PC,20,"Sanding Disc, 3MABR-7100048736, 80 grit Grit, Film Backing Material",67,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
4,0.647,3MABR-7100075690,3M 775L Stikit Film P180 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100075690 Sanding Disc, 180 grit Grit",SND DISC 180GRIT 50PC,21,"Sanding Disc, 3MABR-7100075690, 180 grit Grit, Film Backing Material",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
5,0.647,3MABR-7100075692,3M 775L Stikit Film P220 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100075692 Sanding Disc, 220 grit Grit",SND DISC 220GRIT 50PC,21,"Sanding Disc, 3MABR-7100075692, 220 grit Grit, Film Backing Material",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
6,0.647,3MABR-7100145365,3M 775L Stikit Film P320 - Cubitron II 50 Disc/Box,,,Tools & Equipment>Power Tool Accessories>Sanding Discs,"3MABR-7100145365 Sanding Disc, 320 grit Grit",SND DISC 320GRIT 50PC,21,"Sanding Disc, 3MABR-7100145365, 320 grit Grit, Film Backing Material",68,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
710,0.648,MK113MPAP,MK113MPAP Edge Safety Glasses - Makalu Black Frame Polarized,,,Safety & Personal Protection>Eye Protection>Safety Glasses,"MK113MPAP Safety Glasses, Glass, Black",SAFETY GLASSES GLASS BLK,24,"Safety Glasses, MK113MPAP, Glass, Black, Safety Glasses, PPE",60,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
711,0.648,LS117MPAP,LS117MPAP Edge Safety Glasses - Lassen Black Frame Polarized,,,Safety & Personal Protection>Eye Protection>Safety Glasses,"LS117MPAP Safety Glasses, Glass, Black",SAFETY GLASSES GLASS BLK,24,"Safety Glasses, LS117MPAP, Glass, Black, Safety Glasses, PPE",60,BRAND_NAME is empty | MANUFACTURER_NAME is empty | brand unresolved: every brand column held a placeholder and no alias was found in the description
595,0.681,R50003-ID,16-2 Stranded Wire CL3 500' (Linear Foot),Southwire®,Southwire Company LLC,,"Southwire® R50003-ID Stranded Wire CL, 500 ft Length",STRANDED WIRE CL 500FT,22,"Southwire Company LLC Southwire, Stranded Wire CL, R50003-ID",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
592,0.683,13093005,4/0 Aluminum Entrance Cable (Linear Foot),Southwire®,Southwire Company LLC,,"Southwire® 13093005 Aluminum Entrance Cable, Aluminum",ALUM ENTRANCE CABLE ALUM,24,"Southwire Company LLC Southwire, Aluminum Entrance Cable, 13093005",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
